0x0000000027827617;44122;00398174880014855894990440;3052814190000944000800001800001800010001;18.00000000000000000000;37;1;KO23-03242;90000;11244588;137729;90000;220000;;;0
0x0000000027827613;44122;00398174880014855894990440;3052836960000144000800003000003000010001;30.00000000000000000000;37;1;KO23-03301;10000;11244056;137789;10000;60000;;;0
0x0000000027827611;44122;00398174880014855894990440;3052859840005544000800004000004000010001;40.00000000000000000000;37;1;KO23-03396;550000;11244793;137876;550000;1240000;;;0
0x0000000027827615;44122;00398174880014855894990440;3052861030001244000800001400001400010001;14.00000000000000000000;37;1;KO23-03411;120000;11245060;137886;120000;380000;;;0
0x000000002782760F;44122;00398174880014855894990440;3052861030003544000800004000004000010001;40.00000000000000000000;37;1;KO23-03411;350000;11244161;137886;350000;1260000;;;0
0x00000000278274DF;44122;00398174880014868146990440;3052735830000144004700000600000600010001;6.00000000000000000000;37;1;KO23-03316;10000;11239322;137426;10000;180000;;;0
0x00000000278274E9;44122;00398174880014868146990440;3052791530000544004700000300000300010001;3.00000000000000000000;37;1;KO23-03138;50000;11242194;137652;50000;1240000;;;0
0x00000000278274ED;44122;00398174880014868146990440;3052791530000644004700000300000300010001;3.00000000000000000000;37;1;KO23-03138;60000;11242418;137652;60000;1810000;;;0
0x00000000278274D9;44122;00398174880014868146990440;3052844740000344004700001600001600010001;16.00000000000000000000;37;1;KO23-03342;30000;11239756;137805;30000;1200000;;;0
0x00000000278274D7;44122;00398174880014868146990440;3052846260000644004700000300000300010001;3.00000000000000000000;37;1;KO23-03335;60000;11237034;137819;60000;240000;;;0
0x00000000278274D5;44122;00398174880014868146990440;3052846260001044004700000300000300010001;3.00000000000000000000;37;1;KO23-03335;100000;11237050;137819;100000;500000;;;0
0x000000002782750F;44122;00398174880014868146990440;3052859100003544004700000400000400010001;4.00000000000000000000;37;1;KO23-03391;350000;11245462;137867;350000;6030000;;;0
0x0000000027827509;44122;00398174880014868146990440;3052859100003644004700000800000800010001;8.00000000000000000000;37;1;KO23-03391;360000;11244548;137867;360000;6380000;;;0
0x00000000278274FA;44122;00398174880014868146990440;3052859100003844004700000800000800010001;8.00000000000000000000;37;1;KO23-03391;380000;11244420;137867;380000;6670000;;;0
0x0000000027827539;44122;00398174880014868146990440;3052859100004044004700000800000800010001;8.00000000000000000000;37;1;KO23-03391;400000;11244522;137867;400000;6970000;;;0
0x0000000027827511;44122;00398174880014868146990440;3052859100004144004700000300000300010001;3.00000000000000000000;37;1;KO23-03391;410000;11245096;137867;410000;7350000;;;0
0x0000000027827505;44122;00398174880014868146990440;3052859100004544004700000100000100010001;1.00000000000000000000;37;1;KO23-03391;450000;11245174;137867;450000;8680000;;;0
0x000000002782750B;44122;00398174880014868146990440;3052859100004744004700000800000800010001;8.00000000000000000000;37;1;KO23-03391;470000;11244662;137867;470000;9190000;;;0
0x0000000027827507;44122;00398174880014868146990440;3052859850008344004700000600000600010001;6.00000000000000000000;37;1;KO23-03397;830000;11243136;137877;830000;7020000;;;0
0x00000000278274FC;44122;00398174880014868146990440;3052859850009744004700001200001200010001;12.00000000000000000000;37;1;KO23-03397;970000;11243225;137877;970000;8310000;;;0
