Datum;Relatie nr_;Tijd;Lgstk aantal stickers;Relatie collicode;Beladings aantallen;Product omschrijving 1;Transactieid;Opmerking5;Entry
2023-07-18 00:00:00.000;K550221;1754-01-01 09:49:15.763;1;174-NEUNKIRCHE;2x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;DI;11805518
2023-07-18 00:00:00.000;K510046;1754-01-01 09:49:15.780;1;048-NEUOETTING;3x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;DI;11805519
2023-07-18 00:00:00.000;K510057;1754-01-01 09:49:15.780;1;059-NEUSTADT;2x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;DI;11805520
2023-07-18 00:00:00.000;K510063;1754-01-01 09:49:15.780;1;065-KOBLENZ;2x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;DI;11805521
2023-07-18 00:00:00.000;K510071;1754-01-01 09:49:15.793;1;074-GERMERING;2x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;DI;11805522
2023-07-18 00:00:00.000;K550184;1754-01-01 09:49:15.793;1;126-WAIBLINGEN;2x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;DI;11805523
2023-07-18 00:00:00.000;K510002;1754-01-01 09:49:15.793;1;004-VOELS-CYTA;2x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;WO;11805524
2023-07-18 00:00:00.000;K510009;1754-01-01 09:49:15.810;1;011-HEIDESHEIM;1x1;Buxus semp. Pyramide 60;161CB69B-5B43-4F58-AFF7-002F242314E8;WO;11805525
2023-07-18 00:00:00.000;K510005;1754-01-01 08:26:21.983;1;007-WIEN-HIRSCH;1x12;Euonymus jap. 'Kathy';AA0A90D5-AEA9-43C9-96E2-0096624643B9;WO;11802744
2023-07-18 00:00:00.000;K550186;1754-01-01 08:26:21.983;1;172-KLAGENFURT;1x12;Euonymus jap. 'Kathy';AA0A90D5-AEA9-43C9-96E2-0096624643B9;WO;11802745
2023-07-18 00:00:00.000;K510076;1754-01-01 08:26:22.000;1;082-RAIN (BLUM;2x12;Euonymus jap. 'Kathy';AA0A90D5-AEA9-43C9-96E2-0096624643B9;WO;11802746
2023-07-18 00:00:00.000;K510102;1754-01-01 08:26:22.000;1;112-KAMEN;1x12;Euonymus jap. 'Kathy';AA0A90D5-AEA9-43C9-96E2-0096624643B9;WO;11802747
2023-07-18 00:00:00.000;K510001;1754-01-01 09:32:18.397;1;003-WIEN II S;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;DI;11805065
2023-07-18 00:00:00.000;K510033;1754-01-01 09:32:18.397;1;035-SAARBRUECK;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;DI;11805066
2023-07-18 00:00:00.000;K550163;1754-01-01 09:32:18.397;1;129-FRANKFURT;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;DI;11805067
2023-07-18 00:00:00.000;K510008;1754-01-01 09:32:18.413;1;010-PASCHING-LI;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805068
2023-07-18 00:00:00.000;K510009;1754-01-01 09:32:18.413;1;011-HEIDESHEIM;2x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805069
2023-07-18 00:00:00.000;K510025;1754-01-01 09:32:18.413;1;027-TRIER;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805070
2023-07-18 00:00:00.000;K510030;1754-01-01 09:32:18.413;1;032-NEUTRAUBLI;2x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805071
2023-07-18 00:00:00.000;K510078;1754-01-01 09:32:18.430;1;084-INGOLSTADT;2x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805072
2023-07-18 00:00:00.000;K510095;1754-01-01 09:32:18.430;1;104-DUSSELDORF;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805073
2023-07-18 00:00:00.000;K550183;1754-01-01 09:32:18.430;1;130-INGOLSTADT;1x4;Euonymus Green Rocket;8C1B7E11-AFF1-490B-9742-00EA6BDBBEE5;WO;11805074
2023-07-18 00:00:00.000;K510091;1754-01-01 15:32:52.923;1;097-KARLSRUHE;1x6;Taxus Baccata;BA01CE23-7A2B-4DAE-910C-017841A144EF;DI;11812427
2023-07-18 00:00:00.000;K510056;1754-01-01 08:40:27.533;1;058-WEIL;1x6;Hygrophila Polys. Rosanervig;2BF6CF7B-26B2-4D5D-AE40-01C2E87BDED1;DI;11803113
2023-07-18 00:00:00.000;K550133;1754-01-01 08:40:27.533;1;170-WELS;1x6;Hygrophila Polys. Rosanervig;2BF6CF7B-26B2-4D5D-AE40-01C2E87BDED1;WO;11803114
2023-07-18 00:00:00.000;K510062;1754-01-01 08:40:27.547;1;064-BAD KREUZN;1x6;Hygrophila Polys. Rosanervig;2BF6CF7B-26B2-4D5D-AE40-01C2E87BDED1;WO;11803115
2023-07-18 00:00:00.000;K550274;1754-01-01 08:35:16.503;1;178-WIEN AUHOF;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802963
2023-07-18 00:00:00.000;K510032;1754-01-01 08:35:16.503;1;034-NEU-ULM;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802964
2023-07-18 00:00:00.000;K510046;1754-01-01 08:35:16.503;1;048-NEUOETTING;5x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802965
2023-07-18 00:00:00.000;K510047;1754-01-01 08:35:16.520;1;049-ALBSTADT;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802966
2023-07-18 00:00:00.000;K510053;1754-01-01 08:35:16.520;1;055-PASSAU;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802967
2023-07-18 00:00:00.000;K510055;1754-01-01 08:35:16.520;1;057-OBERKOTZAU;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802968
2023-07-18 00:00:00.000;K510057;1754-01-01 08:35:16.520;1;059-NEUSTADT;4x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802969
2023-07-18 00:00:00.000;K510098;1754-01-01 08:35:16.520;1;108-HAMBURG II;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802970
2023-07-18 00:00:00.000;K510099;1754-01-01 08:35:16.520;1;109-FRECHEN;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802971
2023-07-18 00:00:00.000;K550218;1754-01-01 08:35:16.537;1;113-CHEMNITZ;6x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802972
2023-07-18 00:00:00.000;K550220;1754-01-01 08:35:16.540;1;136-BOUS;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;DI;11802973
2023-07-18 00:00:00.000;K510002;1754-01-01 08:35:16.540;1;004-VOELS-CYTA;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802974
2023-07-18 00:00:00.000;K550207;1754-01-01 08:35:16.540;1;171-WIENER NEUS;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802975
2023-07-18 00:00:00.000;K550186;1754-01-01 08:35:16.540;1;172-KLAGENFURT;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802976
2023-07-18 00:00:00.000;K510011;1754-01-01 08:35:16.540;1;013-BENSHEIM;3x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802977
2023-07-18 00:00:00.000;K510093;1754-01-01 08:35:16.557;1;101-TRAUNSTEIN;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802978
2023-07-18 00:00:00.000;K550106;1754-01-01 08:35:16.557;1;119-FREIBURG;3x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802979
2023-07-18 00:00:00.000;K550181;1754-01-01 08:35:16.557;1;127-NUERNBERG;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802980
2023-07-18 00:00:00.000;K550183;1754-01-01 08:35:16.557;1;130-INGOLSTADT;2x1;Buxus semp. Kugel 18/20;6B9EBFC7-67E5-4D42-8E72-01C64B0E3219;WO;11802981
2023-07-18 00:00:00.000;K510075;1754-01-01 10:36:38.390;1;080-SENDEN;1x4;PHALA. VICTORIO 2 TR OPTI;25F29C97-D494-43BD-AF26-02239D5F010C;DI;11806231
2023-07-18 00:00:00.000;K510039;1754-01-01 10:36:38.403;1;041-STRAUBING;1x4;PHALA. VICTORIO 2 TR OPTI;25F29C97-D494-43BD-AF26-02239D5F010C;WO;11806232
2023-07-18 00:00:00.000;K510076;1754-01-01 10:36:38.403;1;082-RAIN (BLUM;1x4;PHALA. VICTORIO 2 TR OPTI;25F29C97-D494-43BD-AF26-02239D5F010C;WO;11806233
2023-07-18 00:00:00.000;K500021;1754-01-01 16:27:08.687;1;443-VERSAND;1x1;GUZMANIA TALA;BB4625F4-A394-4FAF-81EB-02CE7280A183;DI;11812770
2023-07-18 00:00:00.000;K550230;1754-01-01 14:14:08.437;1;176-ANIF;2x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810619
2023-07-18 00:00:00.000;K550221;1754-01-01 14:14:08.453;1;174-NEUNKIRCHE;2x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810620
2023-07-18 00:00:00.000;K510010;1754-01-01 14:14:08.453;1;012-WITTEN;2x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810621
2023-07-18 00:00:00.000;K510064;1754-01-01 14:14:08.470;1;066-KOENIGSBRU;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810622
2023-07-18 00:00:00.000;K510066;1754-01-01 14:14:08.470;1;068-FRIEDRICHS;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810623
2023-07-18 00:00:00.000;K510079;1754-01-01 14:14:08.470;1;085-DIETZENBAC;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810624
2023-07-18 00:00:00.000;K510082;1754-01-01 14:14:08.470;1;088-LANDSHUT;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810625
2023-07-18 00:00:00.000;K550211;1754-01-01 14:14:08.470;1;114-ERFURT;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;DI;11810626
2023-07-18 00:00:00.000;K510006;1754-01-01 14:14:08.487;1;008-BRUNN AM G;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810627
2023-07-18 00:00:00.000;K510007;1754-01-01 14:14:08.487;1;009-HOHENEMS;2x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810628
2023-07-18 00:00:00.000;K550230;1754-01-01 14:14:08.487;1;176-ANIF;2x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810629
2023-07-18 00:00:00.000;K510011;1754-01-01 14:14:08.500;1;013-BENSHEIM;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810630
2023-07-18 00:00:00.000;K510016;1754-01-01 14:14:08.500;1;018-LUDWIGSHAF;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810631
2023-07-18 00:00:00.000;K510021;1754-01-01 14:14:08.500;1;023-MAINASCHAF;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810632
2023-07-18 00:00:00.000;K510092;1754-01-01 14:14:08.500;1;098-RAVENSBURG;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810633
2023-07-18 00:00:00.000;K510100;1754-01-01 14:14:08.500;1;110-DRESDEN II;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810634
2023-07-18 00:00:00.000;K550106;1754-01-01 14:14:08.517;1;119-FREIBURG;1x4;Snack Paprika Rot;7ACAA1E3-DC1C-4F42-9187-0367C3F530CD;WO;11810635
2023-07-18 00:00:00.000;K500021;1754-01-01 08:15:06.517;1;443-VERSAND;1x12;Pachysandra terminalis;D843DF6D-96E3-441D-8FC6-039A4A7BAF0A;DI;11802124
2023-07-18 00:00:00.000;K510001;1754-01-01 08:15:06.530;1;003-WIEN II S;1x12;Pachysandra terminalis;D843DF6D-96E3-441D-8FC6-039A4A7BAF0A;DI;11802125
2023-07-18 00:00:00.000;K510033;1754-01-01 08:15:06.530;1;035-SAARBRUECK;1x12;Pachysandra terminalis;D843DF6D-96E3-441D-8FC6-039A4A7BAF0A;DI;11802126
2023-07-18 00:00:00.000;K510056;1754-01-01 08:56:26.163;1;058-WEIL;1x1;Kokus 1 Locher;7426BA02-2141-4888-B892-03A73E09AC43;DI;11804180
2023-07-18 00:00:00.000;K510062;1754-01-01 08:56:26.177;1;064-BAD KREUZN;3x1;Kokus 1 Locher;7426BA02-2141-4888-B892-03A73E09AC43;WO;11804181
2023-07-18 00:00:00.000;K550205;1754-01-01 08:56:26.177;1;134-OSNABRUCK;3x1;Kokus 1 Locher;7426BA02-2141-4888-B892-03A73E09AC43;WO;11804182
2023-07-18 00:00:00.000;K510066;1754-01-01 08:54:58.323;1;068-FRIEDRICHS;3x1;Photinia fras. Carre Rouge;5AB3B077-1EAE-4905-8D79-046513EF5ED8;DI;11804151
2023-07-18 00:00:00.000;K510099;1754-01-01 08:54:58.337;1;109-FRECHEN;3x1;Photinia fras. Carre Rouge;5AB3B077-1EAE-4905-8D79-046513EF5ED8;DI;11804152
2023-07-18 00:00:00.000;K550173;1754-01-01 08:54:58.337;1;131-HALLE-PEISS;3x1;Photinia fras. Carre Rouge;5AB3B077-1EAE-4905-8D79-046513EF5ED8;DI;11804153
2023-07-18 00:00:00.000;K510103;1754-01-01 08:54:58.337;1;115-HANNOVER I;3x1;Photinia fras. Carre Rouge;5AB3B077-1EAE-4905-8D79-046513EF5ED8;WO;11804154
2023-07-18 00:00:00.000;K510081;1754-01-01 08:54:58.357;1;087-AALEN;3x1;Photinia fras. Carre Rouge;5AB3B077-1EAE-4905-8D79-046513EF5ED8;DO;11804155
2023-07-18 00:00:00.000;K510001;1754-01-01 08:18:45.343;1;003-WIEN II S;1x6;Staurogyne repens;5610A526-89F2-4329-837A-047281DD0526;DI;11802295
2023-07-18 00:00:00.000;K510103;1754-01-01 08:18:45.343;1;115-HANNOVER I;1x6;Staurogyne repens;5610A526-89F2-4329-837A-047281DD0526;WO;11802296
2023-07-18 00:00:00.000;K500021;1754-01-01 15:59:58.440;1;443-VERSAND;2x1;Prunus a. Stella;6C6F083A-0FA0-4517-9B5A-04E6762AF82A;DI;11812588
2023-07-18 00:00:00.000;K510020;1754-01-01 09:19:14.870;1;022-HALLE;1x4;ANTHURIUM LIVIUM;46734814-AE49-4028-92E6-05475B8EDBE1;DI;11804796
2023-07-18 00:00:00.000;K510026;1754-01-01 09:19:14.870;1;028-CHEMNITZ-RO;1x4;ANTHURIUM LIVIUM;46734814-AE49-4028-92E6-05475B8EDBE1;DI;11804797
2023-07-18 00:00:00.000;K510060;1754-01-01 09:19:14.870;1;062-LAHR;1x4;ANTHURIUM LIVIUM;46734814-AE49-4028-92E6-05475B8EDBE1;DI;11804798
2023-07-18 00:00:00.000;K510041;1754-01-01 09:19:14.887;1;043-AUGSB I (L);1x4;ANTHURIUM LIVIUM;46734814-AE49-4028-92E6-05475B8EDBE1;WO;11804799
2023-07-18 00:00:00.000;K550101;1754-01-01 09:19:14.887;1;125-ERDING;1x4;ANTHURIUM LIVIUM;46734814-AE49-4028-92E6-05475B8EDBE1;WO;11804800
2023-07-18 00:00:00.000;K510081;1754-01-01 11:10:55.797;1;087-AALEN;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DO;11806816
2023-07-18 00:00:00.000;K510014;1754-01-01 11:10:55.810;1;016-EICHENZELL;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806817
2023-07-18 00:00:00.000;K510015;1754-01-01 11:10:55.810;1;017-FUERTH;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806818
2023-07-18 00:00:00.000;K510052;1754-01-01 11:10:55.810;1;054-WEIDEN;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806819
2023-07-18 00:00:00.000;K510086;1754-01-01 11:10:55.810;1;092-WUERZBURG;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806820
2023-07-18 00:00:00.000;K510087;1754-01-01 11:10:55.810;1;093-BOEBLINGEN;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806821
2023-07-18 00:00:00.000;K510093;1754-01-01 11:10:55.827;1;101-TRAUNSTEIN;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806822
2023-07-18 00:00:00.000;K510100;1754-01-01 11:10:55.827;1;110-DRESDEN II;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806823
2023-07-18 00:00:00.000;K510004;1754-01-01 11:10:55.827;1;006-SEIERSBERG;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806824
2023-07-18 00:00:00.000;K550133;1754-01-01 11:10:55.827;1;170-WELS;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806825
2023-07-18 00:00:00.000;K550229;1754-01-01 11:10:55.827;1;175-VILLACH;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;WO;11806826
2023-07-18 00:00:00.000;K510031;1754-01-01 11:10:55.843;1;033-MEERANE;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DI;11806827
2023-07-18 00:00:00.000;K510063;1754-01-01 11:10:55.843;1;065-KOBLENZ;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DI;11806828
2023-07-18 00:00:00.000;K510064;1754-01-01 11:10:55.843;1;066-KOENIGSBRU;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DI;11806829
2023-07-18 00:00:00.000;K510097;1754-01-01 11:10:55.843;1;107-HAMBURG I;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DI;11806830
2023-07-18 00:00:00.000;K550173;1754-01-01 11:10:55.857;1;131-HALLE-PEISS;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DI;11806831
2023-07-18 00:00:00.000;K550221;1754-01-01 11:10:55.857;1;174-NEUNKIRCHE;1x4;CALATHEA WHITESTAR T14;51793634-0959-43B0-AC4E-05DAC1C3058F;DI;11806832
2023-07-18 00:00:00.000;K510051;1754-01-01 14:06:11.397;1;053-DRESDEN I;1x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810080
2023-07-18 00:00:00.000;K510053;1754-01-01 14:06:11.413;1;055-PASSAU;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810081
2023-07-18 00:00:00.000;K510056;1754-01-01 14:06:11.413;1;058-WEIL;4x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810082
2023-07-18 00:00:00.000;K510057;1754-01-01 14:06:11.413;1;059-NEUSTADT;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810083
2023-07-18 00:00:00.000;K510060;1754-01-01 14:06:11.413;1;062-LAHR;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810084
2023-07-18 00:00:00.000;K510068;1754-01-01 14:06:11.413;1;070-MUENCH. IV;1x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810085
2023-07-18 00:00:00.000;K510071;1754-01-01 14:06:11.427;1;074-GERMERING;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810086
2023-07-18 00:00:00.000;K510077;1754-01-01 14:06:11.427;1;083-NUERNB II;3x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810087
2023-07-18 00:00:00.000;K510080;1754-01-01 14:06:11.427;1;086-AUGSB III;3x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810088
2023-07-18 00:00:00.000;K510082;1754-01-01 14:06:11.427;1;088-LANDSHUT;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810089
2023-07-18 00:00:00.000;K510088;1754-01-01 14:06:11.427;1;094-PFULLINGEN;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810090
2023-07-18 00:00:00.000;K510089;1754-01-01 14:06:11.443;1;095-BAMBERG;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810091
2023-07-18 00:00:00.000;K510097;1754-01-01 14:06:11.443;1;107-HAMBURG I;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810092
2023-07-18 00:00:00.000;K510098;1754-01-01 14:06:11.443;1;108-HAMBURG II;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810093
2023-07-18 00:00:00.000;K550218;1754-01-01 14:06:11.443;1;113-CHEMNITZ;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810094
2023-07-18 00:00:00.000;K550132;1754-01-01 14:06:11.443;1;124-LIMBURG;3x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810095
2023-07-18 00:00:00.000;K550173;1754-01-01 14:06:11.460;1;131-HALLE-PEISS;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810096
2023-07-18 00:00:00.000;K550220;1754-01-01 14:06:11.460;1;136-BOUS;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810097
2023-07-18 00:00:00.000;K550226;1754-01-01 14:06:11.460;1;137-HOECHSTADT;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;DI;11810098
2023-07-18 00:00:00.000;K510002;1754-01-01 14:06:11.473;1;004-VOELS-CYTA;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810099
2023-07-18 00:00:00.000;K510004;1754-01-01 14:06:11.473;1;006-SEIERSBERG;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810100
2023-07-18 00:00:00.000;K510006;1754-01-01 14:06:11.473;1;008-BRUNN AM G;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810101
2023-07-18 00:00:00.000;K510007;1754-01-01 14:06:11.473;1;009-HOHENEMS;1x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810102
2023-07-18 00:00:00.000;K550133;1754-01-01 14:06:11.473;1;170-WELS;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810103
2023-07-18 00:00:00.000;K550186;1754-01-01 14:06:11.490;1;172-KLAGENFURT;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810104
2023-07-18 00:00:00.000;K550201;1754-01-01 14:06:11.490;1;173-WALS-SIEZE;3x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810105
2023-07-18 00:00:00.000;K550229;1754-01-01 14:06:11.490;1;175-VILLACH;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810106
2023-07-18 00:00:00.000;K510012;1754-01-01 14:06:11.490;1;014-ROEDENTAL;2x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810107
2023-07-18 00:00:00.000;K510016;1754-01-01 14:06:11.507;1;018-LUDWIGSHAF;1x6;Spiraea jap. Genpei;316B0681-176F-4D07-84C4-06B52ECBA035;WO;11810108
2023-07-18 00:00:00.000;K550219;1754-01-01 09:03:40.740;1;123-MONTABAUR;5x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804407
2023-07-18 00:00:00.000;K510003;1754-01-01 09:03:40.757;1;005-ST.POELTEN;1x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804408
2023-07-18 00:00:00.000;K550221;1754-01-01 09:03:40.757;1;174-NEUNKIRCHE;2x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804409
2023-07-18 00:00:00.000;K550268;1754-01-01 09:03:40.757;1;177-GERASDORF;1x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804410
2023-07-18 00:00:00.000;K510019;1754-01-01 09:03:40.773;1;021-RASTATT;1x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804411
2023-07-18 00:00:00.000;K510020;1754-01-01 09:03:40.773;1;022-HALLE;3x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804412
2023-07-18 00:00:00.000;K510023;1754-01-01 09:03:40.773;1;025-WORMS;2x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804413
2023-07-18 00:00:00.000;K510024;1754-01-01 09:03:40.773;1;026-HOMBURG;1x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804414
2023-07-18 00:00:00.000;K510029;1754-01-01 09:03:40.773;1;031-PLOCHINGEN;3x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804415
2023-07-18 00:00:00.000;K510031;1754-01-01 09:03:40.773;1;033-MEERANE;2x1;Panicum virgatum Northwind;F03C751D-E77E-41F5-B301-06D31B3189B7;DI;11804416
